CITY,STATE,COUNTRY,GENDER,AGE,MARITAL_STATUS,PROFESSION,REPELLENT_NEGTWEETS,TENT_NEGTWEETS,REPELLENT,TENT
Rennes,NA,France,M,21,Single,Sales,2,7,TRUE,FALSE
Suwa,NA,Japan,M,38,Married,Other,2,6,TRUE,FALSE
Kunsan,NA,Korea,M,24,Single,Professional,5,2,FALSE,TRUE
Puerto Vallarta,NA,Mexico,M,25,Single,Other,7,1,FALSE,TRUE
Zaragoza,NA,Spain,M,19,Single,Professional,8,3,FALSE,TRUE
Dübendorf,NA,Switzerland,M,26,Single,Executive,7,3,FALSE,TRUE
Enschede,NA,Netherlands,M,32,Single,Other,4,0,FALSE,TRUE
Cornerbrook,NL,Canada,M,20,Single,Trades,10,0,FALSE,TRUE
Perpignan,NA,France,F,36,Married,Other,6,3,FALSE,TRUE
Yevatmal,AP,India,M,34,Single,Other,5,2,FALSE,TRUE
Nancy,NA,France,M,22,Single,Sales,8,3,FALSE,TRUE
Köln,NA,Germany,M,25,Single,Other,6,3,FALSE,TRUE
Potsdam,NA,Germany,M,25,Single,Other,7,1,FALSE,TRUE
Adelaide,SA,Australia,M,21,Single,Professional,8,1,FALSE,TRUE
Beijing,NA,China,M,21,Single,Other,6,2,FALSE,TRUE
Shijiazhuang,NA,China,F,37,Married,Professional,9,0,FALSE,TRUE
Astrakhan,NA,Russia,M,27,Single,Other,4,2,FALSE,TRUE
Portage La Prairie,MB,Canada,F,28,Single,Other,1,9,TRUE,FALSE
Montrose,CO,United States,M,27,Single,Other,6,2,FALSE,TRUE
Beijing,NA,China,M,28,Single,Executive,6,2,FALSE,TRUE
Sion,NA,Switzerland,M,38,Married,Other,6,1,FALSE,TRUE
Jeonju,NA,Korea,F,49,Married,Executive,5,2,FALSE,TRUE
Quepem,GJ,India,M,44,Married,Sales,1,4,TRUE,FALSE
Genève,NA,Switzerland,M,22,Single,Trades,6,2,FALSE,TRUE
Genova,NA,Italy,M,29,Single,Other,7,2,FALSE,TRUE
Palermo,NA,Italy,M,34,Married,Professional,7,3,FALSE,TRUE
Wenatchee,WA,United States,M,41,Married,Other,5,2,FALSE,TRUE
Vejle,NA,Denmark,F,39,Unspecified,Hospitality,3,7,TRUE,FALSE
Chyofu,NA,Japan,M,41,Single,Other,9,2,FALSE,TRUE
Eskilstuna,NA,Sweden,M,20,Single,Trades,7,2,FALSE,TRUE
Chelmsford,NA,United Kingdom,M,23,Single,Other,7,2,FALSE,TRUE
Brasília,BR-DF,Brazil,M,39,Married,Sales,7,2,FALSE,TRUE
Qingdao,NA,China,F,41,Married,Other,8,2,FALSE,TRUE
Perth,WA,Australia,F,20,Married,Retail,0,5,TRUE,FALSE
Centennial,CO,United States,M,27,Single,Other,6,4,FALSE,TRUE
Bern,NA,Switzerland,M,27,Single,Other,3,8,TRUE,FALSE
Lexington,KY,United States,M,27,Single,Professional,5,2,FALSE,TRUE
Fuxin,NA,China,F,31,Married,Other,0,6,TRUE,FALSE
Parma,PR,Italy,F,43,Married,Other,7,0,FALSE,TRUE
Erfurt,NA,Germany,M,30,Single,Trades,7,1,FALSE,TRUE
Amsterdam,NA,Netherlands,F,47,Married,Retail,6,2,FALSE,TRUE
Brest,NA,France,M,26,Single,Other,7,1,FALSE,TRUE
Caen,NA,France,F,48,Unspecified,Hospitality,2,4,TRUE,FALSE
New York City,NY,United States,M,28,Single,Trades,4,0,FALSE,TRUE
Vladivostok,NA,Russia,M,26,Single,Other,9,2,FALSE,TRUE
Perugia,PG,Italy,F,30,Unspecified,Other,6,1,FALSE,TRUE
Chicago,IL,United States,M,37,Married,Other,2,1,FALSE,TRUE
Salvador,BR-BA,Brazil,F,35,Unspecified,Hospitality,7,0,FALSE,TRUE
Ridgeland,MS,United States,M,28,Single,Executive,7,2,FALSE,TRUE
Marseille,NA,France,F,38,Married,Other,9,2,FALSE,TRUE
Dresden,NA,Germany,F,39,Single,Retail,3,1,TRUE,TRUE
Brampton,ON,Canada,M,40,Married,Sales,6,1,FALSE,TRUE
Singapore,Singapore,Singapore,M,32,Married,Other,7,0,FALSE,TRUE
Århus,NA,Denmark,F,30,Married,Other,1,5,TRUE,FALSE
Spokane,WA,United States,M,36,Unspecified,Sales,10,1,FALSE,TRUE
Aachen,NA,Germany,M,28,Single,Trades,7,3,FALSE,TRUE
Bielefeld,NA,Germany,F,35,Married,Executive,1,6,TRUE,FALSE
Las Vegas,NV,United States,F,39,Single,Professional,7,2,FALSE,TRUE
Napoli,NA,Italy,M,26,Single,Trades,8,1,FALSE,TRUE
Exeter,NA,United Kingdom,M,30,Single,Trades,6,2,FALSE,TRUE
Vernon,BC,Canada,M,29,Married,Sales,7,0,FALSE,TRUE
Pamplona,NA,Spain,F,24,Married,Other,8,3,FALSE,TRUE
Hong Kong,NA,China,F,46,Married,Executive,4,3,TRUE,FALSE
Aix-en-Provence,NA,France,M,32,Single,Professional,5,2,FALSE,TRUE
Chihuahua,NA,Mexico,F,31,Married,Other,6,0,FALSE,TRUE
Guangzhou,NA,China,M,40,Married,Executive,4,2,FALSE,TRUE
Ramsgate,NA,United Kingdom,M,26,Single,Professional,4,1,FALSE,TRUE
Cincinnati,OH,United States,F,21,Married,Retail,2,6,TRUE,FALSE
Chengdu,NA,China,M,26,Single,Professional,9,3,FALSE,TRUE
Poulsbo,WA,United States,M,20,Single,Professional,8,1,FALSE,TRUE
Stevenage,NA,United Kingdom,F,22,Married,Other,2,8,TRUE,FALSE
Basildon,NA,United Kingdom,M,25,Single,Other,4,2,FALSE,TRUE
Bregenz,NA,Austria,M,24,Single,Executive,7,1,FALSE,TRUE
Liverpool,NA,United Kingdom,M,23,Single,Other,6,3,FALSE,TRUE
Pachuca de Soto,NA,Mexico,M,25,Single,Trades,5,1,FALSE,TRUE
Canberra,ACT,Australia,M,23,Single,Trades,6,2,FALSE,TRUE
Suwa,NA,Japan,M,26,Single,Sales,7,3,FALSE,TRUE
Krems,NA,Austria,M,26,Single,Professional,5,2,FALSE,TRUE
Everett,WA,United States,F,49,Married,Other,1,7,TRUE,FALSE
Madrid,M,Spain,F,46,Married,Executive,0,7,TRUE,FALSE
Sydney,NSW,Australia,M,31,Married,Trades,11,2,FALSE,TRUE
Chemnitz,NA,Germany,F,41,Unspecified,Hospitality,0,1,TRUE,TRUE
Palm Bay,FL,United States,M,19,Single,Trades,6,1,FALSE,TRUE
Mendota Heights,MN,United States,F,25,Single,Other,7,1,FALSE,TRUE
Beijing,NA,China,F,24,Married,Retail,1,1,TRUE,TRUE
Guangzhou,NA,China,F,44,Married,Other,0,0,TRUE,TRUE
Regina,SK,Canada,M,21,Single,Other,9,2,FALSE,TRUE
Chengdu,NA,China,M,32,Married,Sales,5,3,FALSE,TRUE
Chantilly,VA,United States,F,45,Married,Other,5,6,TRUE,FALSE
Salerno,SA,Italy,M,33,Married,Other,6,0,FALSE,TRUE
Hamburg,NA,Germany,M,26,Single,Professional,7,1,FALSE,TRUE
St. Pölten,NA,Austria,F,34,Single,Other,0,9,TRUE,FALSE
Eastbourne,NA,United Kingdom,M,19,Single,Student,6,2,FALSE,TRUE
Groningen,NA,Netherlands,M,19,Single,Other,7,1,FALSE,TRUE
Singapore,Singapore,Singapore,M,25,Single,Other,5,2,FALSE,TRUE
Tolyatti,NA,Russia,M,27,Married,Sales,3,3,FALSE,TRUE
Niquelândia,BR-GO,Brazil,M,28,Single,Professional,6,1,FALSE,TRUE
Greenwhich,NA,United Kingdom,M,29,Single,Other,7,1,FALSE,TRUE
Clearwater,FL,United States,F,49,Married,Executive,2,5,TRUE,FALSE
Caen,NA,France,M,23,Single,Professional,4,3,FALSE,TRUE
Strasbourg,NA,France,M,19,Single,Executive,6,2,FALSE,TRUE
Frankfurt,NA,Germany,M,26,Single,Trades,7,0,FALSE,TRUE
Rio de Janeiro,BR-RJ,Brazil,F,34,Unspecified,Other,3,5,TRUE,FALSE
Liverpool,NA,United Kingdom,M,19,Single,Other,7,2,FALSE,TRUE
Bellinzona,NA,Switzerland,F,29,Married,Other,0,9,TRUE,FALSE
Bordeaux,NA,France,M,19,Single,Other,7,2,FALSE,TRUE
Stuttgart,NA,Germany,M,26,Married,Sales,1,9,TRUE,FALSE
Lennoxville,QC,Canada,F,38,Married,Retail,2,10,TRUE,FALSE
Cerritos,CA,United States,F,45,Married,Executive,7,0,FALSE,TRUE
Playa del Carmen,NA,Mexico,M,26,Married,Executive,8,2,FALSE,TRUE
Brest,NA,France,M,33,Married,Other,2,3,TRUE,TRUE
Fuxin,NA,China,M,41,Married,Sales,9,2,FALSE,TRUE
Valencia,NA,Spain,M,39,Single,Executive,4,2,FALSE,TRUE
Singapore,Singapore,Singapore,F,36,Married,Retail,2,2,TRUE,TRUE
San Pedro Garza García,NA,Mexico,M,31,Married,Sales,1,2,TRUE,TRUE
Angers,NA,France,M,24,Single,Other,4,2,FALSE,TRUE
Arlington,VA,United States,F,45,Married,Executive,2,1,FALSE,TRUE
Duque de Caxias,BR-RJ,Brazil,M,39,Single,Sales,4,2,FALSE,TRUE
Fukushima,NA,Japan,M,38,Married,Trades,7,3,FALSE,TRUE
Parma,PR,Italy,F,30,Married,Other,0,5,TRUE,FALSE
Anchorage,AK,United States,M,33,Single,Professional,8,1,FALSE,TRUE
Catania,CT,Italy,M,22,Single,Sales,4,1,FALSE,TRUE
Akishima,NA,Japan,F,37,Unspecified,Other,2,9,TRUE,FALSE
Strasbourg,NA,France,M,30,Married,Executive,5,2,FALSE,TRUE
Mukilteo,WA,United States,F,26,Single,Other,5,0,FALSE,TRUE
Fairbanks,AK,United States,M,35,Married,Sales,2,1,TRUE,TRUE
New Richmond,WI,United States,M,21,Single,Other,12,2,FALSE,TRUE
Aalst,NA,Belgium,F,49,Married,Other,4,3,FALSE,TRUE
Bari,NA,Italy,F,34,Married,Professional,2,7,TRUE,FALSE
Puerto Vallarta,NA,Mexico,F,30,Unspecified,Other,2,4,TRUE,FALSE
Higashimurayama,NA,Japan,F,25,Single,Other,2,8,TRUE,FALSE
Singapore,Singapore,Singapore,M,34,Married,Sales,8,2,FALSE,TRUE
Basildon,NA,United Kingdom,F,41,Married,Other,3,7,TRUE,FALSE
Leicester,NA,United Kingdom,F,30,Married,Other,1,6,TRUE,FALSE
Manaus,BR-AM,Brazil,M,22,Single,Trades,8,2,FALSE,TRUE
Petrópolis,BR-RJ,Brazil,M,24,Single,Professional,6,0,FALSE,TRUE
Singapore,Singapore,Singapore,F,69,Married,Other,1,9,TRUE,FALSE
Alexandria,VA,United States,F,33,Unspecified,Other,2,4,TRUE,FALSE
Nässjö,NA,Sweden,F,36,Married,Other,2,7,TRUE,FALSE
Rotterdam,NA,Netherlands,M,35,Married,Sales,8,2,FALSE,TRUE
Navegantes,BR-SC,Brazil,F,34,Married,Other,8,2,FALSE,TRUE
Toledo,NA,Spain,M,26,Single,Trades,6,3,FALSE,TRUE
Perpignan,NA,France,M,21,Single,Trades,8,0,FALSE,TRUE
Edmonton,AB,Canada,M,29,Single,Other,8,2,FALSE,TRUE
Sydney,NSW,Australia,F,30,Married,Other,2,6,TRUE,FALSE
Northampton,NA,United Kingdom,F,29,Single,Other,2,6,TRUE,FALSE
Westport,ON,Canada,M,26,Single,Other,6,2,FALSE,TRUE
Anchorage,AK,United States,F,20,Single,Hospitality,6,2,FALSE,TRUE
Banglore,KA,India,M,23,Single,Executive,6,0,FALSE,TRUE
Erfurt,NA,Germany,M,21,Single,Retail,7,2,FALSE,TRUE
Saltillo,NA,Mexico,F,27,Single,Other,8,3,FALSE,TRUE
Chandigarh,HR,India,M,40,Married,Trades,7,0,FALSE,TRUE
Düsseldorf,NA,Germany,F,24,Married,Retail,6,0,FALSE,TRUE
Uppsala,NA,Sweden,F,20,Single,Other,7,2,FALSE,TRUE
Altadena,CA,United States,M,21,Single,Trades,4,2,FALSE,TRUE
Málaga,NA,Spain,F,35,Married,Other,4,2,FALSE,TRUE
Schladming,NA,Austria,M,41,Married,Executive,9,1,FALSE,TRUE
Palermo,NA,Italy,F,35,Married,Other,1,6,TRUE,FALSE
Cixi,NA,China,F,34,Married,Retail,6,4,FALSE,TRUE
Leicester,NA,United Kingdom,M,30,Married,Student,5,1,FALSE,TRUE
Portland,OR,United States,M,32,Married,Sales,4,0,FALSE,TRUE
Hiroshima,NA,Japan,F,31,Married,Other,3,5,TRUE,FALSE
Niquelândia,BR-GO,Brazil,M,34,Single,Student,8,0,FALSE,TRUE
Brunn am Gebirge,NA,Austria,F,27,Single,Student,0,1,TRUE,FALSE
Manzanilo,NA,Mexico,F,37,Unspecified,Hospitality,1,6,TRUE,FALSE
Krems,NA,Austria,M,20,Single,Sales,5,1,FALSE,TRUE
Gmunden,NA,Austria,M,25,Single,Executive,6,1,FALSE,TRUE
Göteborg,NA,Sweden,F,41,Married,Other,3,5,TRUE,FALSE
Suitland,MD,United States,F,49,Married,Other,8,1,FALSE,TRUE
Århus,NA,Denmark,F,48,Married,Executive,6,3,FALSE,TRUE
Tilburg,NA,Netherlands,F,21,Single,Other,1,7,TRUE,FALSE
Estacada,OR,United States,F,24,Single,Other,5,1,FALSE,TRUE
Genève,NA,Switzerland,F,40,Married,Executive,0,3,TRUE,FALSE
Tours,NA,France,F,24,Married,Retail,3,7,TRUE,FALSE
Kiyose,NA,Japan,F,40,Married,Other,6,3,FALSE,TRUE
Houston,TX,United States,F,48,Unspecified,Hospitality,0,7,TRUE,FALSE
Firenze,FI,Italy,M,27,Single,Professional,8,1,FALSE,TRUE
Syracuse,NY,United States,M,24,Single,Other,8,2,FALSE,TRUE
Changchun,NA,China,M,29,Single,Executive,5,2,FALSE,TRUE
Auburn University,AL,United States,F,20,Single,Other,7,1,FALSE,TRUE
Croydon,NA,United Kingdom,F,30,Unspecified,Other,1,12,TRUE,FALSE
Torino,NA,Italy,M,20,Single,Professional,7,2,FALSE,TRUE
Salem,OR,United States,M,22,Single,Professional,7,1,FALSE,TRUE
Matoaca,VA,United States,F,19,Single,Student,2,6,TRUE,FALSE
Salmon Arm,BC,Canada,F,37,Married,Other,1,3,TRUE,FALSE
Marseille,NA,France,M,26,Single,Student,5,0,FALSE,TRUE
Pamplona,NA,Spain,F,35,Unspecified,Hospitality,1,4,TRUE,FALSE
Lethbridge,AB,Canada,M,22,Single,Other,9,0,FALSE,TRUE
Kyoto,NA,Japan,F,48,Unspecified,Hospitality,8,1,FALSE,TRUE
Uppsala,NA,Sweden,F,22,Single,Hospitality,8,2,FALSE,TRUE
Singapore,Singapore,Singapore,M,30,Married,Trades,5,1,FALSE,TRUE
Rennes,NA,France,M,21,Single,Executive,4,1,FALSE,TRUE
Lappeenranta,NA,Finland,F,31,Married,Other,2,7,TRUE,FALSE
Dübendorf,NA,Switzerland,M,28,Single,Trades,4,1,FALSE,TRUE
Vejle,NA,Denmark,M,32,Married,Other,1,6,TRUE,FALSE
Stans,NA,Austria,F,37,Married,Retail,1,8,TRUE,FALSE
Paranaguá,BR-PR,Brazil,M,23,Single,Student,7,1,FALSE,TRUE
Havana,FL,United States,F,37,Married,Executive,1,8,TRUE,FALSE
Columbus,OH,United States,M,25,Single,Sales,8,1,FALSE,TRUE
Perth,WA,Australia,M,28,Married,Other,7,1,FALSE,TRUE
Düsseldorf,NA,Germany,M,33,Married,Executive,5,1,FALSE,TRUE
Suwa,NA,Japan,F,28,Married,Other,0,8,TRUE,FALSE
Tachikawa,NA,Japan,M,25,Unspecified,Sales,8,1,FALSE,TRUE
Heihe,NA,China,F,26,Married,Other,8,2,FALSE,TRUE
Sendai,NA,Japan,F,33,Married,Executive,3,8,TRUE,FALSE
Portsmouth,NA,United Kingdom,M,40,Unspecified,Trades,5,2,FALSE,TRUE
Yarmouth,NS,Canada,M,22,Single,Other,10,1,FALSE,TRUE
San Francisco,CA,United States,F,45,Married,Other,3,4,TRUE,FALSE
Puebla,NA,Mexico,M,57,Married,Professional,6,1,FALSE,TRUE
Helen,GA,United States,M,33,Married,Trades,6,3,FALSE,TRUE
Berlin,NA,Germany,F,34,Married,Other,0,1,TRUE,TRUE
Fuxin,NA,China,M,24,Single,Trades,6,2,FALSE,TRUE
Brunn am Gebirge,NA,Austria,M,19,Single,Trades,5,2,FALSE,TRUE
Nässjö,NA,Sweden,F,20,Married,Other,2,6,TRUE,FALSE
Lappeenranta,NA,Finland,M,30,Married,Other,6,1,FALSE,TRUE
Canberra,ACT,Australia,F,32,Married,Other,3,0,TRUE,TRUE
Arlington,VA,United States,M,26,Single,Trades,7,1,FALSE,TRUE
Calgary,AB,Canada,F,32,Married,Executive,9,1,FALSE,TRUE
Regensburg,NA,Germany,M,31,Married,Other,6,1,FALSE,TRUE
Lennoxville,QC,Canada,F,44,Married,Other,8,2,FALSE,TRUE
Lübeck,NA,Germany,M,21,Single,Sales,9,1,FALSE,TRUE
Niterói,BR-RJ,Brazil,M,21,Single,Other,0,7,TRUE,FALSE
Singapore,Singapore,Singapore,M,35,Single,Sales,8,2,FALSE,TRUE
Sion,NA,Switzerland,M,26,Single,Executive,7,2,FALSE,TRUE
Great Yarmouth,NA,United Kingdom,F,34,Married,Hospitality,6,1,FALSE,TRUE
Chelmsford,NA,United Kingdom,F,31,Married,Executive,2,7,TRUE,FALSE
Kobe,NA,Japan,F,33,Married,Hospitality,6,1,FALSE,TRUE
Boden,NA,Sweden,F,46,Married,Executive,10,3,FALSE,TRUE
Gorakhpur,MH,India,M,21,Single,Other,7,2,FALSE,TRUE
Bridgeview,IL,United States,M,40,Married,Other,5,0,FALSE,TRUE
Bellinzona,NA,Switzerland,F,41,Unspecified,Hospitality,6,2,FALSE,TRUE
Chongqing,NA,China,F,38,Married,Other,0,5,TRUE,FALSE
Caen,NA,France,M,28,Single,Professional,9,2,FALSE,TRUE
São Bernardo do Campo,BR-SP,Brazil,F,23,Single,Other,10,3,FALSE,TRUE
Stuttgart,NA,Germany,M,24,Single,Professional,6,2,FALSE,TRUE
Amsterdam,NA,Netherlands,M,44,Married,Trades,8,2,FALSE,TRUE
Chandigarh,NA,India,F,26,Single,Other,4,1,FALSE,TRUE
Zapopan,NA,Mexico,M,30,Married,Trades,9,3,FALSE,TRUE
Higashimurayama,NA,Japan,M,22,Single,Professional,6,4,FALSE,TRUE
Redbridge,NA,United Kingdom,M,22,Single,Trades,10,0,FALSE,TRUE
Sion,NA,Switzerland,M,21,Single,Trades,5,1,FALSE,TRUE
Yellowknife,NT,Canada,M,56,Married,Professional,0,1,TRUE,FALSE
Eastbourne,NA,United Kingdom,F,41,Married,Executive,5,2,FALSE,TRUE
San Diego,CA,United States,M,30,Married,Trades,7,1,FALSE,TRUE
Brasília,BR-DF,Brazil,F,38,Married,Retail,2,3,TRUE,TRUE
Angers,NA,France,F,25,Married,Other,2,1,TRUE,TRUE
Jeonju,NA,Korea,M,31,Married,Sales,0,5,TRUE,FALSE
Hagerstown,MD,United States,F,48,Married,Other,4,1,FALSE,TRUE
Kunsan,NA,Korea,F,33,Married,Other,1,9,TRUE,FALSE
Musashino,NA,Japan,M,23,Single,Sales,3,3,TRUE,FALSE
Madison,WI,United States,F,48,Married,Executive,7,2,FALSE,TRUE
Tijuana,NA,Mexico,F,47,Married,Other,10,2,FALSE,TRUE
Saugus,MA,United States,F,26,Single,Other,6,0,FALSE,TRUE
Chengdu,NA,China,M,30,Married,Other,6,2,FALSE,TRUE
Smolensk,NA,Russia,F,23,Married,Retail,2,3,TRUE,FALSE
Stuttgart,NA,Germany,M,33,Married,Sales,3,1,FALSE,TRUE
Samara,NA,Russia,F,36,Unspecified,Other,0,3,TRUE,FALSE
Salmon Arm,BC,Canada,F,40,Married,Other,2,9,TRUE,FALSE
Beijing,NA,China,F,22,Single,Hospitality,11,1,FALSE,TRUE
Canberra,ACT,Australia,F,21,Single,Hospitality,7,3,FALSE,TRUE
Firenze,NA,Italy,F,35,Married,Other,6,1,FALSE,TRUE
Queretaro,NA,Mexico,F,41,Married,Other,6,1,FALSE,TRUE
Hyderabad,NA,India,M,37,Married,Executive,3,1,FALSE,TRUE
Pohang,NA,Korea,M,26,Single,Professional,8,2,FALSE,TRUE
Acapulco,NA,Mexico,M,37,Married,Sales,6,2,FALSE,TRUE
Beijing,NA,China,M,25,Single,Professional,9,1,FALSE,TRUE
Angers,NA,France,M,22,Single,Executive,10,2,FALSE,TRUE
Sendai,NA,Japan,M,34,Single,Professional,6,1,FALSE,TRUE
Stavropol,NA,Russia,M,34,Single,Other,1,2,FALSE,TRUE
Manaus,BR-AM,Brazil,F,39,Married,Executive,5,2,FALSE,TRUE
Charleroi,NA,Belgium,M,32,Single,Executive,3,1,FALSE,TRUE
Heihe,NA,China,M,25,Single,Trades,3,2,FALSE,TRUE
Campinas,BR-SP,Brazil,M,33,Single,Sales,8,2,FALSE,TRUE
Volta Redonda,BR-RJ,Brazil,F,37,Married,Other,7,2,FALSE,TRUE
Hiroshima,NA,Japan,M,22,Single,Other,7,1,FALSE,TRUE
Fukui,NA,Japan,M,32,Single,Trades,6,2,FALSE,TRUE
Basildon,NA,United Kingdom,M,25,Single,Professional,6,3,FALSE,TRUE
San Francisco,CA,United States,F,31,Married,Hospitality,6,3,FALSE,TRUE
Singapore,Singapore,Singapore,F,21,Married,Other,2,5,TRUE,FALSE
Chengdu,NA,China,M,33,Married,Other,6,2,FALSE,TRUE
Saratov,NA,Russia,F,41,Married,Other,10,1,FALSE,TRUE
Liverpool,NA,United Kingdom,F,33,Married,Executive,9,1,FALSE,TRUE
Brest,NA,France,M,29,Single,Sales,8,2,FALSE,TRUE
Dresden,NA,Germany,F,41,Married,Other,2,4,TRUE,FALSE
Sedaví,NA,Spain,M,23,Single,Trades,7,1,FALSE,TRUE
Venezia,VE,Italy,M,32,Single,Other,5,1,FALSE,TRUE
Lambeth,NA,United Kingdom,F,45,Married,Executive,7,1,FALSE,TRUE
Flin Flon,MB,Canada,M,26,Single,Other,9,0,FALSE,TRUE
Nimes,NA,France,F,25,Married,Other,3,2,FALSE,TRUE
Hämeenlinna,NA,Finland,F,33,Married,Other,5,11,TRUE,FALSE
Perpignan,NA,France,F,46,Married,Executive,9,1,FALSE,TRUE
Basildon,NA,United Kingdom,F,33,Unspecified,Other,1,7,TRUE,FALSE
Lübeck,NA,Germany,M,19,Single,Other,9,2,FALSE,TRUE
Logroño,LO,Spain,M,20,Single,Other,8,3,FALSE,TRUE
Köln,NA,Germany,F,32,Married,Retail,1,8,TRUE,FALSE
Hamburg,NA,Germany,F,38,Married,Other,3,5,TRUE,FALSE
St. Louis,MO,United States,M,22,Single,Trades,4,0,FALSE,TRUE
Wuhan,NA,China,M,23,Single,Other,6,2,FALSE,TRUE
San Jose,CA,United States,M,24,Single,Other,9,2,FALSE,TRUE
Chyofu,NA,Japan,M,26,Single,Professional,8,2,FALSE,TRUE
Guangzhou,NA,China,F,33,Married,Other,5,2,FALSE,TRUE
Hadano,NA,Japan,F,45,Married,Executive,4,1,TRUE,TRUE
Torreón,NA,Mexico,F,41,Married,Other,5,2,FALSE,TRUE
Aachen,NA,Germany,F,44,Married,Other,0,8,TRUE,FALSE
Ciudad de Madero,NA,Mexico,F,31,Married,Hospitality,8,0,FALSE,TRUE
Hamburg,NA,Germany,F,21,Married,Other,8,2,FALSE,TRUE
Shanghai,NA,China,M,23,Single,Executive,7,1,FALSE,TRUE
Greensburg,KY,United States,M,22,Single,Executive,5,2,FALSE,TRUE
Le Mans,NA,France,M,42,Single,Other,7,3,FALSE,TRUE
Sudbury,ON,Canada,M,26,Single,Professional,5,2,FALSE,TRUE
Vejle,NA,Denmark,F,33,Married,Executive,1,2,TRUE,TRUE
Guelph,ON,Canada,M,40,Single,Executive,8,1,FALSE,TRUE
Elm Grove,WI,United States,F,36,Married,Other,7,2,FALSE,TRUE
Bellinzona,NA,Switzerland,M,29,Single,Other,3,1,FALSE,TRUE
Melbourne,Vic,Australia,F,41,Married,Other,0,2,TRUE,FALSE
Lennoxville,QC,Canada,M,38,Married,Other,6,3,FALSE,TRUE
Leipzig,NA,Germany,M,44,Married,Trades,8,2,FALSE,TRUE
San Pedro Garza García,NA,Mexico,M,28,Single,Executive,5,3,FALSE,TRUE
Utrecht,NA,Netherlands,F,44,Married,Executive,5,1,FALSE,TRUE
Bellinzona,NA,Switzerland,M,19,Single,Trades,6,3,FALSE,TRUE
Shijiazhuang,NA,China,F,42,Married,Other,0,0,TRUE,TRUE
Roseville,CA,United States,M,19,Single,Student,1,8,TRUE,FALSE
Regensburg,NA,Germany,M,32,Married,Sales,6,2,FALSE,TRUE
Aguascalientes,NA,Mexico,M,25,Single,Other,9,2,FALSE,TRUE
Melbourne,Vic,Australia,F,28,Single,Other,8,1,FALSE,TRUE
Basel,NA,Switzerland,F,23,Married,Retail,0,4,TRUE,FALSE
Edmonton,AB,Canada,M,52,Unspecified,Other,7,1,FALSE,TRUE
Shanghai,NA,China,F,32,Married,Other,2,9,TRUE,FALSE
Rostov-on-Don,NA,Russia,F,48,Married,Executive,6,2,FALSE,TRUE
Prince George,BC,Canada,F,39,Unspecified,Hospitality,2,5,TRUE,FALSE
Los Angeles,CA,United States,M,21,Single,Other,7,2,FALSE,TRUE
Aachen,NA,Germany,M,23,Single,Student,7,2,FALSE,TRUE
Limoges,NA,France,M,41,Married,Other,8,0,FALSE,TRUE
Orlando,FL,United States,M,41,Married,Executive,8,0,FALSE,TRUE
Overland Park,KS,United States,M,35,Married,Sales,2,2,FALSE,TRUE
Walden,NY,United States,M,33,Married,Trades,6,2,FALSE,TRUE
Canberra,ACT,Australia,M,21,Single,Sales,5,3,FALSE,TRUE
Guangzhou,NA,China,F,32,Married,Other,1,10,TRUE,FALSE
Kansas City,MO,United States,M,22,Single,Professional,8,1,FALSE,TRUE
Catawba,NC,United States,M,30,Married,Executive,6,2,FALSE,TRUE
Changsha,NA,China,F,38,Married,Other,7,3,FALSE,TRUE
Chemnitz,NA,Germany,F,34,Married,Other,3,6,TRUE,FALSE
Nagaur,RJ,India,M,39,Unspecified,Sales,6,0,FALSE,TRUE
Strasbourg,NA,France,M,31,Married,Other,5,2,FALSE,TRUE
Cixi,NA,China,M,21,Single,Other,6,2,FALSE,TRUE
Genève,NA,Switzerland,F,24,Married,Retail,0,1,TRUE,TRUE
Shijiazhuang,NA,China,M,26,Single,Professional,4,7,TRUE,FALSE
Fukuoka,NA,Japan,F,49,Married,Hospitality,4,1,FALSE,TRUE
Brussel,NA,Belgium,F,33,Married,Hospitality,6,1,FALSE,TRUE
Tours,NA,France,M,37,Married,Other,6,2,FALSE,TRUE
Pontiac,MI,United States,F,48,Married,Hospitality,7,2,FALSE,TRUE
Elmhurst,IL,United States,F,31,Married,Other,4,6,TRUE,FALSE
Tukwila,WA,United States,M,29,Single,Executive,2,2,FALSE,TRUE
Hyderabad,NA,India,F,36,Married,Retail,2,6,TRUE,FALSE
Eastbourne,NA,United Kingdom,M,33,Married,Executive,10,1,FALSE,TRUE
Saskatoon,SK,Canada,M,33,Married,Trades,6,3,FALSE,TRUE
Würzburg,NA,Germany,F,33,Married,Other,3,6,TRUE,FALSE
Albany,NY,United States,M,40,Married,Sales,3,1,TRUE,TRUE
Beijing,NA,China,F,26,Married,Retail,2,9,TRUE,FALSE
Ulsan,NA,Korea,F,47,Married,Hospitality,0,8,TRUE,FALSE
Fukui,NA,Japan,F,47,Married,Other,2,2,TRUE,TRUE
St. Pölten,NA,Austria,F,41,Married,Other,1,0,TRUE,TRUE
Chemnitz,NA,Germany,M,29,Single,Sales,8,3,FALSE,TRUE
Nancy,NA,France,M,37,Married,Trades,7,0,FALSE,TRUE
Reims,NA,France,M,27,Single,Other,6,0,FALSE,TRUE
Yekaterinburg,NA,Russia,F,40,Unspecified,Hospitality,2,0,TRUE,TRUE
Laurel,DE,United States,F,22,Married,Retail,2,7,TRUE,FALSE
